82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
8412925028701 is ignored. Account ID = 8315005978 is duplicated cellphone
8812926032001 is ignored. Account ID = 8315005978 is duplicated cellphone
105272905798101 is ignored. Account ID = 8315006123 is duplicated cellphone
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
8812926032001 is ignored. Account ID = 8315005978 is duplicated cellphone
8412925028701 is ignored. Account ID = 8315005978 is duplicated cellphone
105272905798101 is ignored. Account ID = 8315006123 is duplicated cellphone
82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
8812926032001 is ignored. Account ID = 8315005978 is duplicated cellphone
8412925028701 is ignored. Account ID = 8315005978 is duplicated cellphone
105272905798101 is ignored. Account ID = 8315006123 is duplicated cellphone
82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
8812926032001 is ignored. Account ID = 8315005978 is duplicated cellphone
8412925028701 is ignored. Account ID = 8315005978 is duplicated cellphone
105272905798101 is ignored. Account ID = 8315006123 is duplicated cellphone
82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
8812926032001 is ignored. Account ID = 8315005978 is duplicated cellphone
8412925028701 is ignored. Account ID = 8315005978 is duplicated cellphone
105272905798101 is ignored. Account ID = 8315006123 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
18522924331801 is transfered successful !
2932928935301 is transfered successful !
24642921222001 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/18/2015 05:26:22: new search bill command start at 04/18/2015, end at 04/18/2015
63252904306201 is transfered successful !
30622925530801 is transfered successful !
2932928935301 is transfered successful !
24642921222001 is transfered successful !
36072904297201 is transfered successful !
84502923527201 is transfered successful !
84522923527201 is transfered successful !
117012905798101 is transfered successful !
117022905798101 is transfered successful !
117032905798101 is transfered successful !
117042905798101 is transfered successful !
117052905798101 is transfered successful !
117062905798101 is transfered successful !
79452905619501 is transfered successful !
97192903996101 is transfered successful !
18512924331801 is transfered successful !
18522924331801 is transfered successful !
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/18/2015 07:26:23: new search bill command start at 04/18/2015, end at 04/18/2015
63252904306201 is transfered successful !
30622925530801 is transfered successful !
36072904297201 is transfered successful !
2932928935301 is transfered successful !
117012905798101 is transfered successful !
117022905798101 is transfered successful !
117032905798101 is transfered successful !
117042905798101 is transfered successful !
117052905798101 is transfered successful !
117062905798101 is transfered successful !
117072905798101 is transfered successful !
84502923527201 is transfered successful !
84522923527201 is transfered successful !
84552923527201 is transfered successful !
84582923527201 is transfered successful !
79452905619501 is transfered successful !
9132925230201 is transfered successful !
9142925230201 is transfered successful !
18512924331801 is transfered successful !
18522924331801 is transfered successful !
86392903695801 is transfered successful !
24642921222001 is transfered successful !
18192906406401 is transfered successful !
97192903996101 is transfered successful !
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/18/2015 09:26:28: new search bill command start at 04/18/2015, end at 04/18/2015
30622925530801 is transfered successful !
24642921222001 is transfered successful !
63252904306201 is transfered successful !
8152924928601 is transfered successful !
36072904297201 is transfered successful !
86392903695801 is transfered successful !
2932928935301 is transfered successful !
84502923527201 is transfered successful !
84522923527201 is transfered successful !
84552923527201 is transfered successful !
84582923527201 is transfered successful !
84612923527201 is transfered successful !
9132925230201 is transfered successful !
97192903996101 is transfered successful !
117012905798101 is transfered successful !
117022905798101 is transfered successful !
117032905798101 is transfered successful !
117042905798101 is transfered successful !
117052905798101 is transfered successful !
117062905798101 is transfered successful !
117072905798101 is transfered successful !
18192906406401 is transfered successful !
72122905497901 is transfered successful !
9142925230201 is transfered successful !
9152925230201 is transfered successful !
79452905619501 is transfered successful !
18512924331801 is transfered successful !
18522924331801 is transfered successful !
30662925530801 is transfered successful !
30672925530801 is transfered successful !
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/18/2015 11:26:26: new search bill command start at 04/18/2015, end at 04/18/2015
30622925530801 is transfered successful !
18192906406401 is transfered successful !
8152924928601 is transfered successful !
63252904306201 is transfered successful !
2932928935301 is transfered successful !
7552928835201 is transfered successful !
18512924331801 is transfered successful !
18522924331801 is transfered successful !
9132925230201 is transfered successful !
24642921222001 is transfered successful !
9142925230201 is transfered successful !
9152925230201 is transfered successful !
84502923527201 is transfered successful !
84522923527201 is transfered successful !
84552923527201 is transfered successful !
84582923527201 is transfered successful !
84612923527201 is transfered successful !
36072904297201 is transfered successful !
79452905619501 is transfered successful !
86392903695801 is transfered successful !
30662925530801 is transfered successful !
30672925530801 is transfered successful !
97192903996101 is transfered successful !
72122905497901 is transfered successful !
72132905497901 is transfered successful !
72142905497901 is transfered successful !
117012905798101 is transfered successful !
117022905798101 is transfered successful !
117032905798101 is transfered successful !
117042905798101 is transfered successful !
117052905798101 is transfered successful !
117062905798101 is transfered successful !
117072905798101 is transfered successful !
117102905798101 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 01:26:27: new search bill command start at 04/18/2015, end at 04/19/2015
7552928835201 is transfered successful !
18512924331801 is transfered successful !
18522924331801 is transfered successful !
117012905798101 is transfered successful !
117022905798101 is transfered successful !
117032905798101 is transfered successful !
117042905798101 is transfered successful !
117052905798101 is transfered successful !
117062905798101 is transfered successful !
117072905798101 is transfered successful !
117102905798101 is transfered successful !
63252904306201 is transfered successful !
72122905497901 is transfered successful !
72132905497901 is transfered successful !
72142905497901 is transfered successful !
97192903996101 is transfered successful !
18192906406401 is transfered successful !
24642921222001 is transfered successful !
30622925530801 is transfered successful !
8152924928601 is transfered successful !
36072904297201 is transfered successful !
9142925230201 is transfered successful !
9152925230201 is transfered successful !
79452905619501 is transfered successful !
84502923527201 is transfered successful !
84522923527201 is transfered successful !
84552923527201 is transfered successful !
84582923527201 is transfered successful !
84612923527201 is transfered successful !
9132925230201 is transfered successful !
2932928935301 is transfered successful !
30662925530801 is transfered successful !
30672925530801 is transfered successful !
86392903695801 is transfered successful !
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 03:26:28: new search bill command start at 04/19/2015, end at 04/19/2015
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 05:26:29: new search bill command start at 04/19/2015, end at 04/19/2015
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 07:26:31: new search bill command start at 04/19/2015, end at 04/19/2015
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 09:26:32: new search bill command start at 04/19/2015, end at 04/19/2015
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 11:26:33: new search bill command start at 04/19/2015, end at 04/19/2015
12482925028701 is transfered successful !
117692909222601 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 01:26:35: new search bill command start at 04/19/2015, end at 04/19/2015
12482925028701 is transfered successful !
117692909222601 is transfered successful !
72152905497901 is transfered successful !
84732923527201 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
117132905798101 is transfered successful !
15502926032001 is transfered successful !
15522926032001 is transfered successful !
84712923527201 is transfered successful !
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
82972906699001 is ignored. Account ID = 8315002559 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 03:26:36: new search bill command start at 04/19/2015, end at 04/19/2015
72152905497901 is transfered successful !
18552924331801 is transfered successful !
12482925028701 is transfered successful !
117692909222601 is transfered successful !
19282925330501 is transfered successful !
97252903996101 is transfered successful !
84712923527201 is transfered successful !
84732923527201 is transfered successful !
84742923527201 is transfered successful !
84752923527201 is transfered successful !
15502926032001 is transfered successful !
15522926032001 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
117132905798101 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 05:26:43: new search bill command start at 04/19/2015, end at 04/19/2015
18552924331801 is transfered successful !
8192924928601 is transfered successful !
7572928835201 is transfered successful !
19282925330501 is transfered successful !
117132905798101 is transfered successful !
117142905798101 is transfered successful !
117152905798101 is transfered successful !
117692909222601 is transfered successful !
97252903996101 is transfered successful !
12482925028701 is transfered successful !
18202906406401 is transfered successful !
72152905497901 is transfered successful !
72182905497901 is transfered successful !
79502905619501 is transfered successful !
84712923527201 is transfered successful !
15502926032001 is transfered successful !
15522926032001 is transfered successful !
110952906699001 is transfered successful !
110962906699001 is transfered successful !
110982906699001 is transfered successful !
84732923527201 is transfered successful !
84742923527201 is transfered successful !
84752923527201 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 07:26:38: new search bill command start at 04/19/2015, end at 04/19/2015
79502905619501 is transfered successful !
84712923527201 is transfered successful !
84732923527201 is transfered successful !
84742923527201 is transfered successful !
84752923527201 is transfered successful !
18202906406401 is transfered successful !
72152905497901 is transfered successful !
72182905497901 is transfered successful !
72202905497901 is transfered successful !
7572928835201 is transfered successful !
12482925028701 is transfered successful !
18552924331801 is transfered successful !
97252903996101 is transfered successful !
15502926032001 is transfered successful !
15522926032001 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
117132905798101 is transfered successful !
117142905798101 is transfered successful !
117152905798101 is transfered successful !
117172905798101 is transfered successful !
117692909222601 is transfered successful !
8192924928601 is transfered successful !
32182904596801 is transfered successful !
110952906699001 is transfered successful !
110962906699001 is transfered successful !
110982906699001 is transfered successful !
19282925330501 is transfered successful !
28012926332101 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 09:26:39: new search bill command start at 04/19/2015, end at 04/19/2015
36132904297201 is transfered successful !
15572926032001 is transfered successful !
15582926032001 is transfered successful !
30712925530801 is transfered successful !
30732925530801 is transfered successful !
8192924928601 is transfered successful !
8232924928601 is transfered successful !
32182904596801 is transfered successful !
7572928835201 is transfered successful !
28012926332101 is transfered successful !
18202906406401 is transfered successful !
18212906406401 is transfered successful !
110952906699001 is transfered successful !
110962906699001 is transfered successful !
110982906699001 is transfered successful !
72152905497901 is transfered successful !
72182905497901 is transfered successful !
72202905497901 is transfered successful !
18552924331801 is transfered successful !
79502905619501 is transfered successful !
79522905619501 is transfered successful !
84712923527201 is transfered successful !
84732923527201 is transfered successful !
84742923527201 is transfered successful !
84752923527201 is transfered successful !
84832923527201 is transfered successful !
97252903996101 is transfered successful !
117692909222601 is transfered successful !
12482925028701 is transfered successful !
15502926032001 is transfered successful !
15522926032001 is transfered successful !
19282925330501 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
117132905798101 is transfered successful !
117142905798101 is transfered successful !
117152905798101 is transfered successful !
117172905798101 is transfered successful !
117182905798101 is transfered successful !
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/19/2015 11:26:40: new search bill command start at 04/19/2015, end at 04/19/2015
12482925028701 is transfered successful !
19282925330501 is transfered successful !
28012926332101 is transfered successful !
15502926032001 is transfered successful !
79502905619501 is transfered successful !
79522905619501 is transfered successful !
18572924331801 is transfered successful !
7572928835201 is transfered successful !
117692909222601 is transfered successful !
9202925230201 is transfered successful !
32182904596801 is transfered successful !
110952906699001 is transfered successful !
110962906699001 is transfered successful !
110982906699001 is transfered successful !
15522926032001 is transfered successful !
15572926032001 is transfered successful !
15582926032001 is transfered successful !
15592926032001 is transfered successful !
30712925530801 is transfered successful !
30732925530801 is transfered successful !
72152905497901 is transfered successful !
72182905497901 is transfered successful !
72202905497901 is transfered successful !
8192924928601 is transfered successful !
8232924928601 is transfered successful !
97252903996101 is transfered successful !
84712923527201 is transfered successful !
84732923527201 is transfered successful !
84742923527201 is transfered successful !
84752923527201 is transfered successful !
84832923527201 is transfered successful !
18202906406401 is transfered successful !
18212906406401 is transfered successful !
36132904297201 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
117132905798101 is transfered successful !
117142905798101 is transfered successful !
117152905798101 is transfered successful !
117172905798101 is transfered successful !
117182905798101 is transfered successful !
117192905798101 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/20/2015 01:26:42: new search bill command start at 04/19/2015, end at 04/20/2015
110952906699001 is transfered successful !
110962906699001 is transfered successful !
110982906699001 is transfered successful !
15522926032001 is transfered successful !
15572926032001 is transfered successful !
15582926032001 is transfered successful !
15592926032001 is transfered successful !
84712923527201 is transfered successful !
84732923527201 is transfered successful !
84742923527201 is transfered successful !
84752923527201 is transfered successful !
84832923527201 is transfered successful !
18572924331801 is transfered successful !
97252903996101 is transfered successful !
117692909222601 is transfered successful !
12482925028701 is transfered successful !
28012926332101 is transfered successful !
36132904297201 is transfered successful !
117112905798101 is transfered successful !
117122905798101 is transfered successful !
117132905798101 is transfered successful !
117142905798101 is transfered successful !
117152905798101 is transfered successful !
117172905798101 is transfered successful !
117182905798101 is transfered successful !
117192905798101 is transfered successful !
79502905619501 is transfered successful !
79522905619501 is transfered successful !
7572928835201 is transfered successful !
15502926032001 is transfered successful !
18202906406401 is transfered successful !
18212906406401 is transfered successful !
32182904596801 is transfered successful !
8192924928601 is transfered successful !
8232924928601 is transfered successful !
30712925530801 is transfered successful !
30732925530801 is transfered successful !
9202925230201 is transfered successful !
19282925330501 is transfered successful !
72152905497901 is transfered successful !
72182905497901 is transfered successful !
72202905497901 is transfered successful !
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/20/2015 03:26:43: new search bill command start at 04/20/2015, end at 04/20/2015
88412903506001 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/20/2015 05:26:44: new search bill command start at 04/20/2015, end at 04/20/2015
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone


 ----------------------------- 


Start scanning ERP data
Comparing phone number in duplicated list
Saving duplicated phone to crm
04/20/2015 07:26:45: new search bill command start at 04/20/2015, end at 04/20/2015
10022906406401 is ignored. Account ID = 8315002559 is duplicated cellphone
10012906406401 is ignored. Account ID = 8315000646 is duplicated cellphone
